order_id,customer_id,order_date
489590,13110,2009-12-01 14:14:00
489593,12836,2009-12-01 14:19:00
489594,15005,2009-12-01 14:19:00
489598,16620,2009-12-01 14:35:00
489599,12758,2009-12-01 14:40:00
489606,17961,2009-12-01 14:48:00
489611,15601,2009-12-01 14:53:00
489613,13585,2009-12-01 14:56:00
489617,13442,2009-12-01 14:59:00
489634,13381,2009-12-01 15:19:00
489635,16763,2009-12-01 15:26:00
489637,17243,2009-12-01 15:36:00
489639,14865,2009-12-01 16:05:00
489640,17345,2009-12-01 16:17:00
489641,13819,2009-12-01 16:18:00
489644,15808,2009-12-01 16:30:00
489645,17191,2009-12-01 16:34:00
489650,13748,2009-12-01 16:44:00
489652,15265,2009-12-01 17:08:00
489654,15750,2009-12-01 17:19:00
489656,17428,2009-12-01 17:28:00
489657,17428,2009-12-01 17:28:00
489658,15485,2009-12-01 17:31:00
489661,17246,2009-12-01 17:45:00
489662,15485,2009-12-01 17:50:00
489664,14061,2009-12-01 18:03:00
489665,14108,2009-12-01 18:07:00
489666,13648,2009-12-01 18:13:00
489667,16563,2009-12-01 18:35:00
489668,16701,2009-12-01 19:19:00
489669,12842,2009-12-02 08:15:00
489670,14302,2009-12-02 08:16:00
489671,14135,2009-12-02 08:58:00
489672,14831,2009-12-02 09:21:00
489673,14831,2009-12-02 09:23:00
489674,15602,2009-12-02 09:35:00
489675,13777,2009-12-02 09:47:00
489676,13777,2009-12-02 09:49:00
489677,14000,2009-12-02 09:50:00
489678,16823,2009-12-02 09:57:00
489679,16163,2009-12-02 10:00:00
489680,17193,2009-12-02 10:02:00
489681,17998,2009-12-02 10:02:00
489682,15759,2009-12-02 10:08:00
489683,16131,2009-12-02 10:09:00
489684,14560,2009-12-02 10:15:00
489687,17087,2009-12-02 10:41:00
489688,14894,2009-12-02 10:42:00
489695,16202,2009-12-02 10:48:00
489699,16700,2009-12-02 10:51:00
489702,17511,2009-12-02 10:52:00
489705,16700,2009-12-02 10:52:00
489723,14299,2009-12-02 10:58:00
489725,17949,2009-12-02 11:07:00
489726,17949,2009-12-02 11:07:00
489727,17949,2009-12-02 11:09:00
489728,14799,2009-12-02 11:18:00
489733,15311,2009-12-02 11:20:00
489743,16550,2009-12-02 11:24:00
489748,12980,2009-12-02 11:26:00
489764,14425,2009-12-02 11:31:00
489765,15353,2009-12-02 11:33:00
489766,17818,2009-12-02 11:34:00
489780,13654,2009-12-02 11:43:00
489782,17189,2009-12-02 11:45:00
489783,13269,2009-12-02 11:47:00
489784,13269,2009-12-02 11:48:00
489785,14653,2009-12-02 11:51:00
489786,17019,2009-12-02 11:52:00
489787,15542,2009-12-02 11:53:00
489788,13564,2009-12-02 11:55:00
489789,15833,2009-12-02 11:59:00
489790,16467,2009-12-02 11:59:00
489791,15542,2009-12-02 12:06:00
489792,14527,2009-12-02 12:06:00
489793,17476,2009-12-02 12:09:00
489794,15287,2009-12-02 12:13:00
489795,14440,2009-12-02 12:13:00
489796,15680,2009-12-02 12:15:00
489797,15581,2009-12-02 12:19:00
489798,13740,2009-12-02 12:22:00
489800,17768,2009-12-02 12:26:00
489801,12948,2009-12-02 12:28:00
489802,15581,2009-12-02 12:32:00
489804,14667,2009-12-02 12:38:00
489805,17377,2009-12-02 12:39:00
489807,15581,2009-12-02 12:43:00
489808,14467,2009-12-02 12:44:00
489809,13457,2009-12-02 12:46:00
489810,18108,2009-12-02 12:47:00
489811,16210,2009-12-02 12:54:00
489812,17377,2009-12-02 13:00:00
489814,14669,2009-12-02 13:06:00
489815,17909,2009-12-02 13:10:00
489816,16086,2009-12-02 13:20:00
489817,16711,2009-12-02 13:22:00
489818,16233,2009-12-02 13:23:00
489819,14739,2009-12-02 13:23:00
489822,14204,2009-12-02 13:26:00
489823,17606,2009-12-02 13:32:00
489824,16797,2009-12-02 13:33:00
489825,16126,2009-12-02 13:34:00
489826,17867,2009-12-02 13:39:00
489827,17412,2009-12-02 13:51:00
489829,16525,2009-12-02 13:53:00
489830,13623,2009-12-02 13:57:00
489831,12435,2009-12-02 13:58:00
489832,14549,2009-12-02 14:06:00
489833,14980,2009-12-02 14:09:00
489834,14106,2009-12-02 14:09:00
489835,15061,2009-12-02 14:15:00
489837,14396,2009-12-02 14:21:00
489840,14122,2009-12-02 14:22:00
489855,16987,2009-12-02 14:34:00
489862,17809,2009-12-02 14:52:00
489863,15917,2009-12-02 14:55:00
489864,14987,2009-12-02 14:56:00
489865,14080,2009-12-02 15:01:00
489866,16200,2009-12-02 15:04:00
489868,15794,2009-12-02 15:10:00
489869,16200,2009-12-02 15:15:00
489870,15523,2009-12-02 15:16:00
489871,15523,2009-12-02 15:17:00
489872,15615,2009-12-02 15:28:00
489873,15615,2009-12-02 15:29:00
489874,18001,2009-12-02 15:38:00
489875,17841,2009-12-02 15:41:00
489876,15917,2009-12-02 15:44:00
489877,13089,2009-12-02 15:44:00
489878,15989,2009-12-02 15:51:00
489879,17660,2009-12-02 16:02:00
489880,13313,2009-12-02 16:18:00
489883,12437,2009-12-02 16:24:00
489884,13313,2009-12-02 16:24:00
489888,14841,2009-12-02 16:49:00
489889,14646,2009-12-02 16:52:00
489890,14646,2009-12-02 16:53:00
489891,15482,2009-12-02 16:59:00
489893,16156,2009-12-02 17:06:00
489894,17716,2009-12-02 17:18:00
489895,12779,2009-12-03 07:25:00
489896,13611,2009-12-03 07:57:00
489897,15255,2009-12-03 09:10:00
489900,14771,2009-12-03 09:44:00
489902,14838,2009-12-03 09:52:00
489904,13979,2009-12-03 10:02:00
489905,13800,2009-12-03 10:03:00
489906,14483,2009-12-03 10:16:00
489907,14915,2009-12-03 10:17:00
489908,16301,2009-12-03 10:20:00
489909,13753,2009-12-03 10:20:00
489910,15482,2009-12-03 10:23:00
489912,13931,2009-12-03 10:26:00
489913,13931,2009-12-03 10:28:00
489914,12921,2009-12-03 10:28:00
489915,17035,2009-12-03 10:37:00
489916,15194,2009-12-03 10:37:00
489932,14347,2009-12-03 10:49:00
489935,12934,2009-12-03 10:51:00
489994,15291,2009-12-03 11:09:00
489996,17209,2009-12-03 11:10:00
489998,15658,2009-12-03 11:19:00
489999,17314,2009-12-03 11:25:00
490000,17155,2009-12-03 11:34:00
490001,15965,2009-12-03 11:45:00
490002,17322,2009-12-03 11:46:00
490003,16159,2009-12-03 11:51:00
490004,14051,2009-12-03 11:53:00
490005,13993,2009-12-03 11:57:00
490006,17411,2009-12-03 12:02:00
490008,15768,2009-12-03 12:10:00
490009,12835,2009-12-03 12:13:00
490010,15061,2009-12-03 12:15:00
490011,16918,2009-12-03 12:27:00
490012,15179,2009-12-03 12:27:00
490013,17069,2009-12-03 12:27:00
490014,15466,2009-12-03 12:28:00
490017,14159,2009-12-03 12:31:00
490018,17940,2009-12-03 12:31:00
490019,17581,2009-12-03 12:34:00
490020,17581,2009-12-03 12:36:00
490021,17581,2009-12-03 12:36:00
490022,17581,2009-12-03 12:37:00
490023,16168,2009-12-03 12:38:00
490024,14606,2009-12-03 12:40:00
490034,17287,2009-12-03 12:45:00
490045,17287,2009-12-03 12:50:00
490046,13416,2009-12-03 13:02:00
490047,17913,2009-12-03 13:02:00
490048,16779,2009-12-03 13:03:00
490049,15794,2009-12-03 13:04:00
490050,17913,2009-12-03 13:05:00
490052,13895,2009-12-03 13:09:00
490053,14057,2009-12-03 13:17:00
490054,17017,2009-12-03 13:22:00
490056,13208,2009-12-03 13:25:00
490057,17465,2009-12-03 13:25:00
490058,17465,2009-12-03 13:26:00
490059,18102,2009-12-03 13:30:00
490060,13468,2009-12-03 13:32:00
490061,18102,2009-12-03 13:42:00
490062,13485,2009-12-03 13:46:00
490063,17271,2009-12-03 13:49:00
490064,16139,2009-12-03 13:51:00
490065,15061,2009-12-03 13:58:00
490066,15953,2009-12-03 14:00:00
490067,15856,2009-12-03 14:02:00
490068,13085,2009-12-03 14:06:00
490069,13085,2009-12-03 14:07:00
490070,14967,2009-12-03 14:07:00
490071,16497,2009-12-03 14:11:00
490072,17764,2009-12-03 14:28:00
490073,14905,2009-12-03 14:36:00
490075,18229,2009-12-03 14:42:00
490077,17293,2009-12-03 15:09:00
490078,17853,2009-12-03 15:09:00
490079,15550,2009-12-03 15:15:00
490080,13531,2009-12-03 15:20:00
490081,13786,2009-12-03 15:32:00
490082,14952,2009-12-03 15:34:00
490083,14031,2009-12-03 15:35:00
490085,12937,2009-12-03 15:43:00
490086,17949,2009-12-03 15:48:00
490087,15601,2009-12-03 15:49:00
490088,15581,2009-12-03 15:50:00
490089,17949,2009-12-03 15:52:00
490090,15581,2009-12-03 15:53:00
490091,17949,2009-12-03 15:54:00
490092,16612,2009-12-03 15:54:00
490093,12949,2009-12-03 15:56:00
490094,17949,2009-12-03 15:56:00
490095,14958,2009-12-03 16:02:00
490097,17329,2009-12-03 16:09:00
490099,16736,2009-12-03 16:12:00
490100,13001,2009-12-03 16:21:00
490101,14644,2009-12-03 16:24:00
490106,14898,2009-12-03 16:40:00
490107,14662,2009-12-03 16:47:00
490108,17414,2009-12-03 16:49:00
490109,14755,2009-12-03 16:51:00
490110,14755,2009-12-03 16:52:00
490111,17576,2009-12-03 16:54:00
490112,13037,2009-12-03 17:04:00
490113,14710,2009-12-03 17:12:00
490114,18168,2009-12-03 17:29:00
490115,17679,2009-12-03 17:32:00
490116,17679,2009-12-03 17:33:00
490118,17851,2009-12-03 17:46:00
490119,12931,2009-12-03 17:48:00
490121,14750,2009-12-03 17:57:00
490124,16791,2009-12-03 18:08:00
490125,16558,2009-12-03 18:11:00
490127,14156,2009-12-03 18:13:00
490128,15884,2009-12-03 18:23:00
490132,17343,2009-12-03 18:30:00
490134,17372,2009-12-03 18:41:00
490135,16003,2009-12-03 18:51:00
490136,17432,2009-12-03 19:13:00
490137,14713,2009-12-03 19:22:00
490138,16722,2009-12-03 19:23:00
490139,12577,2009-12-03 19:31:00
490140,12872,2009-12-03 20:03:00
490141,15755,2009-12-04 08:24:00
490142,14258,2009-12-04 08:36:00
490143,14286,2009-12-04 08:40:00
490144,13154,2009-12-04 08:46:00
490145,14564,2009-12-04 09:27:00
490147,13408,2009-12-04 09:31:00
490151,16645,2009-12-04 09:49:00
490152,12714,2009-12-04 10:00:00
490154,16335,2009-12-04 10:18:00
490156,13093,2009-12-04 10:32:00
490157,16736,2009-12-04 10:39:00
490158,12759,2009-12-04 10:47:00
490159,13666,2009-12-04 10:48:00
490160,13777,2009-12-04 10:52:00
490161,17160,2009-12-04 10:57:00
490162,13946,2009-12-04 11:07:00
490163,14723,2009-12-04 11:22:00
490164,14961,2009-12-04 11:32:00
490166,14735,2009-12-04 11:32:00
490167,18061,2009-12-04 11:36:00
490171,15581,2009-12-04 11:54:00
490202,15078,2009-12-04 12:03:00
490209,17389,2009-12-04 12:06:00
490212,16883,2009-12-04 12:07:00
490214,13175,2009-12-04 12:11:00
490218,17076,2009-12-04 12:12:00
490219,13948,2009-12-04 12:14:00
490229,18223,2009-12-04 12:20:00
490247,16192,2009-12-04 12:28:00
490258,15999,2009-12-04 12:31:00
490266,15109,2009-12-04 12:33:00
490272,14680,2009-12-04 12:36:00
490277,18092,2009-12-04 12:37:00
490279,16891,2009-12-04 12:37:00
490281,13481,2009-12-04 12:37:00
490282,13807,2009-12-04 12:41:00
490284,14979,2009-12-04 12:54:00
490285,16656,2009-12-04 12:59:00
490286,14527,2009-12-04 12:59:00
490287,16746,2009-12-04 13:00:00
490288,17157,2009-12-04 13:00:00
490289,15309,2009-12-04 13:01:00
490290,16325,2009-12-04 13:21:00
490291,16541,2009-12-04 13:22:00
490292,16723,2009-12-04 13:23:00
490293,16699,2009-12-04 13:31:00
490294,16710,2009-12-04 13:41:00
490295,12510,2009-12-04 13:47:00
490297,13162,2009-12-04 13:59:00
490298,15382,2009-12-04 14:13:00
490299,13680,2009-12-04 14:14:00
490300,12970,2009-12-04 14:19:00
490301,15311,2009-12-04 14:24:00
490302,17841,2009-12-04 14:29:00
490303,17935,2009-12-04 14:33:00
490304,17593,2009-12-04 14:35:00
490305,17243,2009-12-04 14:37:00
490308,12835,2009-12-04 14:52:00
490310,17151,2009-12-04 14:56:00
490311,16451,2009-12-04 15:11:00
490312,17961,2009-12-04 15:16:00
490313,17127,2009-12-04 15:18:00
490320,13694,2009-12-04 15:26:00
490323,14087,2009-12-04 15:27:00
490324,13694,2009-12-04 15:27:00
490326,13733,2009-12-04 15:28:00
490327,13694,2009-12-04 15:29:00
490331,18181,2009-12-04 15:30:00
490340,13174,2009-12-04 15:40:00
490341,13329,2009-12-04 15:41:00
490342,17421,2009-12-04 15:43:00
490346,16351,2009-12-04 16:12:00
490347,15684,2009-12-04 16:13:00
490349,17884,2009-12-04 16:23:00
490353,15514,2009-12-04 16:37:00
490355,13093,2009-12-04 16:39:00
490356,17884,2009-12-04 16:45:00
490359,18225,2009-12-04 16:52:00
490360,13679,2009-12-04 16:52:00
490362,12748,2009-12-04 17:31:00
490363,13199,2009-12-05 10:11:00
490364,13487,2009-12-05 10:25:00
490365,17018,2009-12-05 10:27:00
490366,18071,2009-12-05 10:31:00
490367,16593,2009-12-05 10:44:00
490368,14238,2009-12-05 10:58:00
490369,15223,2009-12-05 11:19:00
490370,17593,2009-12-05 12:01:00
490371,13021,2009-12-05 12:02:00
490372,17115,2009-12-05 12:13:00
490373,17850,2009-12-05 12:28:00
490374,14239,2009-12-05 12:36:00
490375,13999,2009-12-05 12:42:00
490376,13958,2009-12-05 13:12:00
490377,13958,2009-12-05 13:13:00
490378,13641,2009-12-05 13:17:00
490380,17850,2009-12-05 13:26:00
490381,15420,2009-12-05 13:29:00
490382,12359,2009-12-05 13:32:00
490383,12820,2009-12-05 13:37:00
490385,16410,2009-12-05 14:51:00
490386,15240,2009-12-05 14:57:00
490387,17850,2009-12-05 14:59:00
490388,16158,2009-12-05 15:00:00
490389,15484,2009-12-05 15:18:00
490390,14709,2009-12-05 15:26:00
490391,15057,2009-12-05 15:27:00
490392,14867,2009-12-05 15:47:00
490393,17642,2009-12-05 16:01:00
490394,17850,2009-12-05 16:01:00
490395,13813,2009-12-06 10:16:00
490396,13589,2009-12-06 10:26:00
490397,12417,2009-12-06 10:30:00
490398,17920,2009-12-06 10:37:00
490399,12975,2009-12-06 10:38:00
490400,16104,2009-12-06 10:41:00
490401,17150,2009-12-06 10:51:00
490403,17920,2009-12-06 11:13:00
490404,16277,2009-12-06 11:27:00
490405,17244,2009-12-06 11:27:00
490408,17850,2009-12-06 11:33:00
490430,15260,2009-12-06 11:45:00
490458,12583,2009-12-06 11:57:00
490459,15555,2009-12-06 11:58:00
490461,13736,2009-12-06 12:07:00
490463,14133,2009-12-06 12:10:00
490464,15571,2009-12-06 12:10:00
490465,13448,2009-12-06 12:14:00
490466,17085,2009-12-06 12:16:00
490467,15059,2009-12-06 12:17:00
490468,14468,2009-12-06 12:21:00
490470,16395,2009-12-06 12:26:00
490471,15878,2009-12-06 12:28:00
490472,16485,2009-12-06 12:28:00
490473,15860,2009-12-06 12:31:00
490474,13373,2009-12-06 12:34:00
490476,14608,2009-12-06 12:34:00
490477,17850,2009-12-06 12:41:00
490478,14896,2009-12-06 12:42:00
490479,16779,2009-12-06 12:42:00
490481,16964,2009-12-06 12:51:00
490482,15983,2009-12-06 12:52:00
490483,13782,2009-12-06 12:52:00
490484,16964,2009-12-06 12:53:00
490485,14454,2009-12-06 12:56:00
490486,16779,2009-12-06 13:00:00
490487,14717,2009-12-06 13:05:00
490488,16718,2009-12-06 13:07:00
490489,15751,2009-12-06 13:08:00
490490,14546,2009-12-06 13:10:00
490491,17848,2009-12-06 13:19:00
490493,15751,2009-12-06 13:21:00
490494,17561,2009-12-06 13:29:00
490496,15547,2009-12-06 13:40:00
490499,17406,2009-12-06 13:45:00
490500,14479,2009-12-06 13:48:00
490501,16710,2009-12-06 13:49:00
490502,17969,2009-12-06 13:53:00
490503,14548,2009-12-06 14:00:00
490504,15311,2009-12-06 14:03:00
490505,14548,2009-12-06 14:06:00
490506,17916,2009-12-06 14:10:00
490508,17850,2009-12-06 14:14:00
490511,13319,2009-12-06 14:46:00
490512,14606,2009-12-06 14:54:00
490514,16773,2009-12-06 15:01:00
490515,15479,2009-12-06 15:08:00
490516,17850,2009-12-06 15:09:00
490518,15822,2009-12-06 15:12:00
490519,13890,2009-12-06 15:15:00
490521,13211,2009-12-06 15:24:00
490522,15641,2009-12-06 15:31:00
490524,14123,2009-12-06 15:35:00
490525,13019,2009-12-06 15:40:00
490526,17858,2009-12-06 15:41:00
490527,14940,2009-12-06 15:46:00
490528,16686,2009-12-06 15:48:00
490529,16686,2009-12-06 15:51:00
490530,15691,2009-12-06 16:01:00
490531,16436,2009-12-06 16:02:00
490533,17610,2009-12-06 16:07:00
490534,17530,2009-12-06 16:17:00
490535,17850,2009-12-07 08:13:00
490536,13491,2009-12-07 08:24:00
490537,14003,2009-12-07 08:53:00
490538,17850,2009-12-07 09:14:00
490539,12839,2009-12-07 09:18:00
490542,14911,2009-12-07 09:42:00
490545,17557,2009-12-07 10:15:00
490547,14738,2009-12-07 10:21:00
490548,17850,2009-12-07 10:26:00
490557,16124,2009-12-07 10:33:00
490561,15260,2009-12-07 10:38:00
490563,12471,2009-12-07 10:41:00
490564,12471,2009-12-07 10:42:00
490569,17739,2009-12-07 10:48:00
490577,16556,2009-12-07 10:51:00
490603,14695,2009-12-07 11:05:00
490604,14828,2009-12-07 11:19:00
490605,15115,2009-12-07 11:20:00
490606,17850,2009-12-07 11:26:00
490607,13693,2009-12-07 11:29:00
490608,14955,2009-12-07 11:35:00
490609,14037,2009-12-07 11:39:00
490610,18077,2009-12-07 11:40:00
490611,13905,2009-12-07 11:41:00
490612,17508,2009-12-07 11:46:00
490613,16768,2009-12-07 11:47:00
490616,13984,2009-12-07 11:51:00
490618,13984,2009-12-07 11:52:00
490625,14543,2009-12-07 11:55:00
490636,13564,2009-12-07 12:08:00
490637,13495,2009-12-07 12:12:00
490638,13190,2009-12-07 12:13:00
490640,14408,2009-12-07 12:18:00
490641,17707,2009-12-07 12:19:00
490642,15358,2009-12-07 12:19:00
490653,17044,2009-12-07 12:25:00
490657,14471,2009-12-07 12:26:00
490659,17850,2009-12-07 12:26:00
490665,17436,2009-12-07 12:31:00
490667,13234,2009-12-07 12:32:00
490668,16525,2009-12-07 12:41:00
490669,15716,2009-12-07 12:42:00
490670,14574,2009-12-07 12:42:00
490671,16684,2009-12-07 12:56:00
490672,16684,2009-12-07 12:58:00
490673,14540,2009-12-07 13:00:00
490674,14307,2009-12-07 13:06:00
490675,14695,2009-12-07 13:07:00
490676,17850,2009-12-07 13:17:00
490677,18219,2009-12-07 13:17:00
490678,12747,2009-12-07 13:23:00
490679,18162,2009-12-07 13:24:00
490680,17441,2009-12-07 13:32:00
490681,17988,2009-12-07 13:35:00
490682,12600,2009-12-07 13:37:00
490683,17865,2009-12-07 13:45:00
490684,12523,2009-12-07 13:46:00
490685,13206,2009-12-07 13:48:00
490686,14512,2009-12-07 13:49:00
490687,14911,2009-12-07 13:49:00
490689,17865,2009-12-07 13:52:00
490690,16353,2009-12-07 13:55:00
490691,16353,2009-12-07 13:56:00
490692,16018,2009-12-07 13:57:00
490693,14670,2009-12-07 13:59:00
490694,13089,2009-12-07 14:02:00
490695,14590,2009-12-07 14:10:00
490697,17850,2009-12-07 14:27:00
490703,13070,2009-12-07 14:44:00
490704,17457,2009-12-07 14:52:00
490705,12913,2009-12-07 14:56:00
490706,17865,2009-12-07 14:58:00
490707,17865,2009-12-07 15:02:00
490708,15421,2009-12-07 15:10:00
490709,17884,2009-12-07 15:15:00
490710,17990,2009-12-07 15:19:00
490711,17841,2009-12-07 15:26:00
490712,13148,2009-12-07 15:26:00
490714,17841,2009-12-07 15:27:00
490717,17364,2009-12-07 15:28:00
490718,12443,2009-12-07 15:42:00
490719,13042,2009-12-07 15:42:00
490720,15694,2009-12-07 15:43:00
490722,16717,2009-12-07 15:55:00
490724,13767,2009-12-07 16:17:00
490725,13694,2009-12-07 16:24:00
490726,13694,2009-12-07 16:28:00
490727,17231,2009-12-07 16:38:00
490728,16702,2009-12-07 16:40:00
490733,12540,2009-12-07 16:56:00
490734,13267,2009-12-07 16:56:00
490737,17270,2009-12-07 17:18:00
490738,16436,2009-12-07 17:49:00
490747,13393,2009-12-07 18:12:00
490749,14113,2009-12-08 07:42:00
490750,15369,2009-12-08 07:43:00
490751,12358,2009-12-08 07:59:00
490752,18259,2009-12-08 08:38:00
490753,17047,2009-12-08 08:48:00
490754,14136,2009-12-08 09:19:00
490755,16735,2009-12-08 09:24:00
490757,14215,2009-12-08 09:35:00
490759,15971,2009-12-08 09:46:00
490760,14295,2009-12-08 09:49:00
490761,13382,2009-12-08 09:56:00
490762,13025,2009-12-08 10:02:00
490763,16013,2009-12-08 10:24:00
490764,14558,2009-12-08 10:41:00
490767,18002,2009-12-08 11:07:00
490769,16013,2009-12-08 11:13:00
490770,17854,2009-12-08 11:13:00
490782,15079,2009-12-08 11:22:00
490785,16029,2009-12-08 11:23:00
490786,15079,2009-12-08 11:23:00
490789,18271,2009-12-08 11:27:00
490796,14290,2009-12-08 11:44:00
490797,17268,2009-12-08 11:46:00
490800,14735,2009-12-08 11:56:00
490801,16029,2009-12-08 12:03:00
490802,17067,2009-12-08 12:03:00
490803,17067,2009-12-08 12:04:00
490804,16560,2009-12-08 12:05:00
490805,14861,2009-12-08 12:12:00
490806,13485,2009-12-08 12:13:00
490808,17371,2009-12-08 12:25:00
490809,13408,2009-12-08 12:27:00
490810,13408,2009-12-08 12:29:00
490811,18145,2009-12-08 12:30:00
490817,15311,2009-12-08 12:33:00
490823,14841,2009-12-08 12:34:00
490834,16400,2009-12-08 12:38:00
490836,17988,2009-12-08 12:39:00
490838,17371,2009-12-08 12:41:00
490846,17155,2009-12-08 12:46:00
490847,15093,2009-12-08 12:46:00
490851,13643,2009-12-08 12:48:00
490855,13777,2009-12-08 12:49:00
490863,17852,2009-12-08 12:51:00
490871,15456,2009-12-08 12:54:00
490881,16210,2009-12-08 12:58:00
490893,13571,2009-12-08 13:02:00
490899,16732,2009-12-08 13:04:00
490905,16940,2009-12-08 13:08:00
490917,15162,2009-12-08 13:14:00
490920,18203,2009-12-08 13:19:00
490921,16163,2009-12-08 13:24:00
490922,14494,2009-12-08 13:25:00
490924,17978,2009-12-08 13:27:00
490925,13078,2009-12-08 13:28:00
490926,15031,2009-12-08 13:38:00
490927,17230,2009-12-08 13:41:00
490928,14085,2009-12-08 13:41:00
490930,13410,2009-12-08 13:43:00
490932,14085,2009-12-08 13:44:00
490933,14063,2009-12-08 13:46:00
490936,12785,2009-12-08 13:56:00
490937,13081,2009-12-08 13:58:00
490938,14605,2009-12-08 13:59:00
490940,14605,2009-12-08 14:01:00
490941,14527,2009-12-08 14:03:00
490944,14285,2009-12-08 14:13:00
490945,16892,2009-12-08 14:20:00
490948,16805,2009-12-08 14:29:00
490953,13204,2009-12-08 14:56:00
490954,15924,2009-12-08 15:00:00
490956,15413,2009-12-08 15:10:00
490957,15823,2009-12-08 15:12:00
490958,13576,2009-12-08 15:12:00
490959,12682,2009-12-08 15:14:00
490961,14108,2009-12-08 15:25:00
490962,15061,2009-12-08 15:45:00
490964,14646,2009-12-08 16:09:00
490966,17178,2009-12-08 16:20:00
490968,13798,2009-12-08 16:21:00
490971,18275,2009-12-08 16:23:00
490972,14911,2009-12-08 16:40:00
490978,17329,2009-12-08 16:43:00
490981,13855,2009-12-08 16:56:00
490982,17329,2009-12-08 16:57:00
490984,15298,2009-12-08 17:04:00
490989,15674,2009-12-08 17:08:00
490990,14606,2009-12-08 17:10:00
490992,14679,2009-12-08 17:13:00
490998,16253,2009-12-08 17:24:00
490999,13883,2009-12-08 17:26:00
491006,13557,2009-12-08 17:41:00
491007,16204,2009-12-08 17:44:00
491008,15633,2009-12-08 17:51:00
491009,15203,2009-12-08 18:06:00
491010,15194,2009-12-08 18:07:00
491011,16210,2009-12-08 18:18:00
491014,13136,2009-12-08 18:30:00
491024,17157,2009-12-08 19:00:00
491025,17157,2009-12-08 19:02:00
491026,15181,2009-12-08 19:02:00
491033,17188,2009-12-08 19:16:00
491034,13491,2009-12-09 07:01:00
491035,13455,2009-12-09 08:58:00
491038,13097,2009-12-09 09:34:00
491039,15291,2009-12-09 09:36:00
491044,13114,2009-12-09 09:56:00
491045,12747,2009-12-09 10:02:00
491048,13768,2009-12-09 10:25:00
491049,14135,2009-12-09 10:41:00
491050,12712,2009-12-09 10:46:00
491051,14291,2009-12-09 10:46:00
491054,13202,2009-12-09 10:48:00
491055,14732,2009-12-09 10:48:00
491056,17428,2009-12-09 11:01:00
491057,14239,2009-12-09 11:31:00
491058,16945,2009-12-09 11:33:00
491059,12487,2009-12-09 11:36:00
491060,17929,2009-12-09 11:40:00
491061,13672,2009-12-09 11:40:00
491062,12948,2009-12-09 11:46:00
491063,16771,2009-12-09 11:52:00
491064,16782,2009-12-09 11:58:00
491067,18051,2009-12-09 12:17:00
491068,15768,2009-12-09 12:18:00
491069,12921,2009-12-09 12:30:00
491070,16912,2009-12-09 12:32:00
491071,12924,2009-12-09 12:40:00
491072,12924,2009-12-09 12:42:00
